-0.5304,-0.70688,-0.21995
-1.1962,-0.67593,0.52647
-0.99066,-0.15808,-0.017482
-0.95161,-0.62082,-0.034972
-0.72517,-0.50707,-0.013135
10.279,6.4838,1.2133
-0.95104,-0.38903,-0.072742
-0.87846,-0.33214,-0.41119
-0.83743,-0.83155,0.15629
-1.0138,-0.11064,0.014167
-1.0646,-0.99792,-0.032769
-1.1996,-0.25474,0.080202
-5.8014,-6.1155,-8.6754
-0.99998,-0.15023,-0.21276
2.2254,7.2891,7.7271
7.9193,4.8583,10.903
-1.1026,-0.69476,0.085931
7.696,-1.8548,7.3082
6.1579,2.0045,8.4809
-0.80175,-0.13993,-0.20286
-0.7232,-0.67841,-0.080445
10.247,1.5801,1.1414
-0.8679,-0.16452,-0.44368
-1.1365,-0.39854,0.12398
-1.2162,-0.28519,-0.32264
-0.51658,-0.78122,-0.020588
-0.99585,-0.21938,0.13958
-0.8655,0.16183,-0.42202
1.8771,8.4582,6.543
4.5565,6.5622,7.209
-0.97043,-0.59728,0.028204
-0.69684,-0.54169,-0.019643
-1.058,-0.59263,0.18385
6.6564,5.5535,5.8795
-0.51434,-0.61999,-0.36509
1.3022,-0.73822,-0.45733
-1.0208,-0.69864,0.021491
-2.9562,10.009,3.6811
0.74367,-6.7707,-9.7023
7.2648,9.928,-1.3492
-0.62281,-0.54826,-0.44247
-1.0518,-0.37527,-0.33112
-0.9346,-0.42924,-0.25325
-0.8451,-0.11337,-0.11113
-0.81258,-0.077971,-0.32024
6.1729,3.3845,7.9974
-0.64624,-0.36234,-0.29224
-1.2622,-0.43021,-0.23574
1.4319,10.628,6.6123
-0.89798,-0.33002,0.09499
-0.84932,-0.57349,-0.062914
-0.77534,-0.42632,0.002792
-1.3394,-0.24003,-0.22373
10.161,0.18256,3.1786
-0.164,-0.69601,-0.35707
-1.1237,-0.21819,0.083939
-0.67763,-0.31507,-0.22902
-0.059472,10.525,3.3807
6.0785,6.9909,4.9526
-0.64666,-0.20001,-0.3479
3.1589,9.59,3.3167
5.1987,3.8443,8.6756
-0.89712,-0.41842,-0.27462
-1.0842,-0.53624,0.26444
-0.89077,-0.13412,-0.55621
7.4572,6.646,5.1298
-1.0957,-0.27242,0.055951
3.3771,1.8294,10.172
11.989,1.3616,1.733
-0.64301,-1.0077,-0.18536
-0.75464,0.081374,0.17372
-0.88413,-0.3092,-0.11847
-0.65174,-0.97959,-0.016246
-0.71776,-0.64606,0.25609
-0.92001,-0.31543,0.087209
-0.58959,-0.62645,-0.14629
-0.85003,-0.20476,0.25242
-0.72346,-0.29957,0.076502
-0.46371,-0.71611,-0.20864
-1.1417,-0.17153,-0.052809
-0.54704,-0.7109,0.11101
-0.80946,-0.39279,-0.15038
-0.75215,0.0016626,-0.017964
-0.75622,-0.59318,-0.19099
-0.78145,-0.38314,-0.093312
7.1755,5.2241,5.6153
-1.2009,-0.41307,0.13831
6.6964,6.1958,7.0463
5.656,-1.3345,9.3526
-0.81466,-0.30964,-0.32608
-1.0987,-0.79021,-0.058406
-1.1617,-0.11518,0.069678
-0.49316,-0.3647,-0.51539
-0.40951,-0.53252,-0.12186
-1.1256,-0.15581,0.10591
-1.1006,-0.29447,-0.17344
-0.42619,-0.38167,-0.3607
-0.53771,-0.47017,-0.061614
-0.95693,-0.63076,0.36082
-0.81797,-0.2343,0.23115
-0.93893,-0.40059,0.19194
-1.3561,-0.53687,-0.06973
-1.0908,-0.78108,0.18982
-9.9855,4.1955,-5.7248
-0.58232,-0.5353,0.028587
10.307,2.0155,4.1102
6.1439,4.8706,8.4561
