US West
US West
US West
US West
US West
US West
US West
Europe
US West
US West
US West
US East
US East
US West
US West
US West
Europe
Europe
US West
US West
Europe
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
Europe
Europe
US West
US West
US West
US West
US West
US West
US West
US West
Europe
Europe
Europe
US West
Europe
Europe
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US East
US East
US East
US East
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
Europe
Europe
US West
US West
US West
US East
US West
US East
Europe
US West
US West
Europe
US West
US West
US West
US West
US West
US West
US East
US East
US East
US East
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US East
Europe
US East
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
Europe
Europe
Europe
Europe
Europe
US West
Europe
Europe
Europe
US East
US East
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
US West
Europe
Europe
Europe
Europe
Europe
US West
US West
US West
Europe
US West
US West
Europe
US West
US West
US West
Europe
Europe
US West
US West
Europe
US West
Europe
US West
US West
Europe
Europe
US West
US West
US East
US East
US West
US West
US West
US West
US East
US East
US West
US West
US East
US East
US West
US West
US West
US West
US West
US West
US West
Europe
Europe
US East
Europe
US East
US East
Europe
Europe
US West
US West
US East
US East
US West
Europe
US West
US East
US East
US West
US West
US West
US West
US West
Europe
US West
US West
Europe
US East
US West
US West
US West
Europe
Europe
Europe
US West
US West
US West
US West
US East
US East
US East
US East
US East
US East
US East
US East
US East
US East
US East
US East
US East
US East
US East
US East
US East
US East
US East
US East
US East
US East
US East
US East
US East
US East
US East
US East
US East
US East
US East
US East
US East
US East
US East
US East
US East
US East
US East
US East
US East
US West
US West
US West
US East
US East
US East
Europe
Europe
Europe
US West
US West
US West
US West
US West
US West
Europe
Europe
Europe
Europe
US West
US West
Europe
Europe
US West
US East
US East
US East
US East
Europe
Europe
Europe
US East
US West
Europe
Europe
US West
US West
Europe
Europe
US West
US West
US West
US West
US West
US West
Europe
US East
Europe
US East
Europe
Europe
US West
US West
US West
US West
Europe
Europe
US East
Europe
Europe
Europe
US East
US East
US West
US West
US West
US West
US West
US West
Europe
US West
US West
US West
US East
US East
Europe
Europe
US West
US West
Europe
Europe
US East
US West
US West
US East
US East
Europe
Europe
Europe
Europe
Europe
US West
Europe
Europe
Europe
US East
Europe
Europe
Europe
Europe
Europe
US West
US West
US West
US West
US West
Europe
Europe
Europe
Europe
Europe
Europe
US West
US West
US West
US West
Europe
Europe
Europe
Europe
US West
US West
Europe
Europe
Europe
US West
US West
US West
US West
US West
US West
US West
Europe
Europe
US West
Europe
Europe
US West
US West
US East
US East
Europe
Europe
US West
US West
US West
Europe
Europe
US West
US West
Europe
Europe
US East
US East
US West
US West
US West
US West
